id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
hsa-mir-7844	4	0.28104	0.42674	0.997916	10151	1	0.24361	0.042502	0.10818	0.997006	2692	2	0.24361
NonTargetingControlGuideForHuman_0326	2	0.62046	0.62037	0.997916	16036	0	0.31321	0.042527	0.076497	0.986649	2693	1	0.31321
FBXO21	6	0.25425	0.45556	0.997916	9529	3	-0.12975	0.042547	0.12999	0.998232	2694	2	-0.12975
NonTargetingControlGuideForHuman_0622	2	0.95745	0.95764	0.99876	20787	0	0.39924	0.04255	0.076529	0.986649	2695	2	0.39924
CACTIN	6	0.31415	0.52457	0.997916	10904	3	0.13072	0.042591	0.13008	0.998232	2696	3	0.13072
FAM124B	6	0.028619	0.097318	0.995548	2013	2	0.0016295	0.042595	0.1301	0.998232	2697	2	0.0016295
AHDC1	6	0.3716	0.58855	0.997916	12252	2	0.0019914	0.042643	0.13019	0.998232	2698	2	0.0019914
HSD17B2	6	0.51581	0.68417	0.997916	14475	1	0.1904	0.042661	0.13022	0.998232	2699	3	0.1904
NEUROD1	6	0.00016297	0.00088455	0.990781	15	4	-0.60837	0.042691	0.13029	0.998232	2700	2	-0.60837
HYAL1	6	0.8739	0.88857	0.99876	19194	1	0.028216	0.042704	0.13032	0.998232	2701	2	0.028216
FIBCD1	6	0.016944	0.062139	0.990781	1286	1	0.24797	0.042737	0.13039	0.998232	2702	4	0.24797
NonTargetingControlGuideForHuman_0442	2	0.84127	0.84123	0.99876	18782	0	0.39396	0.042771	0.076909	0.989204	2703	1	0.39396
KIF26B	6	0.84862	0.87465	0.99876	18875	1	0.4273	0.042827	0.13058	0.998232	2704	4	0.4273
TOM1L1	6	0.96428	0.96428	0.999359	20936	0	0.29907	0.042856	0.13063	0.998232	2705	3	0.29907
CEP95	6	0.97146	0.97151	0.999851	21079	0	0.20176	0.042908	0.13075	0.998232	2706	4	0.20176
GABPB1	6	0.76043	0.83816	0.99876	17891	1	0.065129	0.042955	0.13086	0.998232	2707	1	0.065129
ZBTB2	6	0.2802	0.48574	0.997916	10137	2	0.20199	0.042979	0.13092	0.998232	2708	3	0.20199
MAGEH1	6	0.53634	0.69807	0.997916	14785	2	0.1415	0.043027	0.13102	0.998232	2709	3	0.1415
DCST1	6	0.55079	0.70795	0.997916	14993	2	-0.12258	0.043075	0.13112	0.998232	2710	1	-0.12258
TM9SF1	6	0.47065	0.65445	0.997916	13824	2	0.33867	0.04309	0.13115	0.998232	2711	4	0.33867
RHBDF2	6	0.64768	0.77707	0.997916	16461	2	0.045043	0.043101	0.13117	0.998232	2712	3	0.045043
hsa-mir-7111	4	0.44914	0.59646	0.997916	13505	2	0.058381	0.043122	0.10944	0.997006	2713	2	0.058381
BTBD3	6	0.99011	0.99015	0.999851	21478	0	0.10564	0.043123	0.13122	0.998232	2714	2	0.10564
SLC23A3	6	0.60044	0.74266	0.997916	15748	1	0.35179	0.043131	0.13123	0.998232	2715	4	0.35179
NonTargetingControlGuideForHuman_0122	2	0.95686	0.95709	0.99876	20776	0	0.43211	0.043136	0.077538	0.989204	2716	2	0.43211
OR2AG1	6	0.68281	0.80367	0.997916	17057	1	0.63919	0.043157	0.13129	0.998232	2717	4	0.63919
UBAP1	6	0.46214	0.64895	0.997916	13690	1	-0.039046	0.043171	0.13132	0.998232	2718	2	-0.039046
hsa-mir-670	4	0.31962	0.46545	0.997916	11034	1	0.038714	0.043209	0.1096	0.997006	2719	2	0.038714
WDR92	6	0.22869	0.42551	0.997916	8920	1	0.13718	0.043219	0.13143	0.998232	2720	3	0.13718
SETBP1	6	0.5852	0.73183	0.997916	15507	2	0.10902	0.043267	0.13153	0.998232	2721	3	0.10902
hsa-mir-557	4	0.52925	0.63747	0.997916	14679	1	0.36524	0.043281	0.10974	0.997006	2722	3	0.36524
GPR75	6	0.18667	0.37542	0.997916	7880	1	0.4263	0.0433	0.13161	0.998232	2723	4	0.4263
ABHD3	6	0.50279	0.67546	0.997916	14279	2	-0.098269	0.043315	0.13165	0.998232	2724	2	-0.098269
ARMC12	6	0.547	0.70536	0.997916	14939	2	0.11881	0.043363	0.13176	0.998232	2725	3	0.11881
MAS1	6	0.38326	0.59947	0.997916	12514	2	-0.046081	0.043403	0.13186	0.998232	2726	2	-0.046081
ZDHHC8	6	0.44275	0.63666	0.997916	13409	2	-0.059148	0.043411	0.13187	0.998232	2727	1	-0.059148
MAGEL2	6	0.85426	0.8776	0.99876	18935	1	0.11622	0.043432	0.13192	0.998232	2728	3	0.11622
hsa-mir-3945	4	0.68208	0.71776	0.997916	17040	1	0.15464	0.043434	0.11004	0.997006	2729	1	0.15464
GAGE12H	3	0.46862	0.53111	0.997916	13794	1	0.54964	0.043436	0.10551	0.997006	2730	2	0.54964
TNS1	6	0.30635	0.5157	0.997916	10722	3	0.024807	0.043459	0.13198	0.998232	2731	3	0.024807
ZNF488	6	0.97806	0.97819	0.999851	21215	0	0.25182	0.043489	0.13205	0.998232	2732	4	0.25182
MAB21L3	6	0.06651	0.18019	0.997916	3765	1	0.18569	0.043507	0.13209	0.998232	2733	3	0.18569
FBXO8	6	0.93656	0.93678	0.99876	20326	0	0.20054	0.043512	0.1321	0.998232	2734	3	0.20054
KIF7	6	0.099768	0.24704	0.997916	5153	3	-0.076885	0.043549	0.13219	0.998232	2735	3	-0.076885
SPATA2	6	0.06312	0.17321	0.997916	3627	4	-0.30731	0.043555	0.1322	0.998232	2736	1	-0.30731
CCDC42B	6	0.52454	0.69005	0.997916	14610	2	0.049825	0.043568	0.13223	0.998232	2737	3	0.049825
NonTargetingControlGuideForHuman_0734	2	0.66236	0.66224	0.997916	16702	0	0.37593	0.043583	0.078292	0.989204	2738	1	0.37593
YAF2	6	0.84467	0.87269	0.99876	18828	1	0.37837	0.043634	0.13237	0.998232	2739	4	0.37837
CHMP7	6	0.26399	0.46702	0.997916	9747	3	-0.048337	0.043651	0.13241	0.998232	2740	1	-0.048337
SCGB1A1	6	0.094293	0.23628	0.997916	4931	1	0.086835	0.04366	0.13243	0.998232	2741	3	0.086835
GRM6	6	0.34733	0.56182	0.997916	11725	2	0.041393	0.043717	0.13256	0.998232	2742	2	0.041393
UTP15	6	0.63197	0.76545	0.997916	16197	1	0.23985	0.043726	0.13258	0.998232	2743	3	0.23985
IRF9	6	0.032285	0.10575	0.995548	2211	3	-0.29567	0.043729	0.13259	0.998232	2744	2	-0.29567
SP2	6	0.95632	0.95633	0.99876	20765	0	0.17385	0.043763	0.13266	0.998232	2745	3	0.17385
hsa-mir-8060	3	0.75874	0.75872	0.997916	17875	0	0.39184	0.043775	0.10627	0.997006	2746	2	0.39184
hsa-mir-4327	4	0.97311	0.97312	0.999851	21114	0	0.29985	0.043801	0.11078	0.997006	2747	3	0.29985
hsa-mir-1537	3	0.57557	0.60219	0.997916	15376	1	0.35108	0.043835	0.1064	0.997006	2748	2	0.35108
PPP1R35	6	0.58819	0.73393	0.997916	15552	2	-0.033867	0.043843	0.13282	0.998232	2749	2	-0.033867
MMS19	6	0.047985	0.14078	0.995548	2943	3	-0.29355	0.0439	0.13295	0.998232	2750	2	-0.29355
LRRC1	6	0.69609	0.81389	0.997916	17274	2	0.29361	0.0439	0.13295	0.998232	2751	4	0.29361
CSMD1	6	0.25321	0.45428	0.997916	9504	2	0.26694	0.04392	0.13299	0.998232	2752	4	0.26694
FN3KRP	5	0.68263	0.76521	0.997916	17052	1	0.19571	0.043934	0.12588	0.998232	2753	4	0.19571
DIS3L	6	0.01257	0.047801	0.990781	974	3	-0.12142	0.043939	0.13302	0.998232	2754	3	-0.12142
SMC2	6	0.50735	0.67851	0.997916	14348	1	0.41953	0.043944	0.13303	0.998232	2755	3	0.41953
BRD3	5	0.26411	0.4587	0.997916	9755	1	0.1832	0.04395	0.12592	0.998232	2756	3	0.1832
NonTargetingControlGuideForHuman_0830	2	0.95605	0.95627	0.99876	20758	0	0.39685	0.04395	0.078928	0.989204	2757	2	0.39685
NonTargetingControlGuideForHuman_0981	2	0.95603	0.95625	0.99876	20757	0	0.32027	0.043975	0.078966	0.989204	2758	2	0.32027
GJC3	6	0.68434	0.80484	0.997916	17084	2	0.17719	0.043987	0.13314	0.998232	2759	3	0.17719
SLC35D3	6	0.50731	0.67848	0.997916	14347	1	0.32942	0.043993	0.13315	0.998232	2760	4	0.32942
KIAA1191	6	0.60552	0.74627	0.997916	15815	1	0.29836	0.044033	0.13324	0.998232	2761	4	0.29836
BTF3	6	0.3747	0.59196	0.997916	12334	2	0.021753	0.044035	0.13325	0.998232	2762	2	0.021753
hsa-mir-7855	4	0.66123	0.70529	0.997916	16684	1	0.052045	0.044076	0.11134	0.997006	2763	2	0.052045
NonTargetingControlGuideForHuman_0515	2	0.444	0.45572	0.997916	13427	1	0.2528	0.044086	0.079166	0.989204	2764	1	0.2528
FERD3L	6	0.90597	0.90985	0.99876	19710	1	0.21198	0.04409	0.13337	0.998232	2765	4	0.21198
SVIP	6	0.32247	0.53399	0.997916	11100	1	0.28487	0.044109	0.13341	0.998232	2766	4	0.28487
SPRR3	6	0.37504	0.59231	0.997916	12345	2	0.36208	0.044116	0.13343	0.998232	2767	4	0.36208
CEBPD	6	0.1596	0.34242	0.997916	7163	3	-0.11935	0.044131	0.13346	0.998232	2768	3	-0.11935
MAP1S	6	0.012613	0.04796	0.990781	977	1	0.21882	0.044152	0.1335	0.998232	2769	3	0.21882
PPP1R3D	6	0.46483	0.65072	0.997916	13729	2	0.27615	0.044153	0.1335	0.998232	2770	4	0.27615
HMGB4	6	0.99296	0.993	0.999851	21537	0	0.36932	0.044165	0.13353	0.998232	2771	4	0.36932
SELM	6	0.85555	0.87829	0.99876	18951	1	0.41744	0.044173	0.13354	0.998232	2772	4	0.41744
NonTargetingControlGuideForHuman_0552	2	0.65306	0.653	0.997916	16549	0	0.52177	0.044216	0.079381	0.989204	2773	1	0.52177
PRG4	6	0.95573	0.95574	0.99876	20751	0	0.30322	0.044221	0.13366	0.998232	2774	4	0.30322
ZFHX3	6	0.95109	0.95122	0.99876	20650	0	0.22041	0.044227	0.13367	0.998232	2775	4	0.22041
IL11RA	6	0.87777	0.89085	0.99876	19252	1	0.36032	0.044228	0.13368	0.998232	2776	4	0.36032
C10orf67	6	0.49226	0.66849	0.997916	14140	1	0.24168	0.044251	0.13373	0.998232	2777	4	0.24168
IPO13	6	0.59004	0.73526	0.997916	15573	2	0.087527	0.044256	0.13374	0.998232	2778	2	0.087527
RUFY2	6	0.32987	0.54236	0.997916	11317	2	0.074789	0.044275	0.13378	0.998232	2779	3	0.074789
C19orf47	6	0.78034	0.84532	0.99876	18101	1	0.33773	0.044321	0.13387	0.998232	2780	4	0.33773
PAPD7	6	0.53065	0.69426	0.997916	14695	2	0.21212	0.044323	0.13387	0.998232	2781	4	0.21212
PRLH	6	0.97276	0.97279	0.999851	21107	0	0.42957	0.044328	0.13388	0.998232	2782	4	0.42957
FBXO4	6	0.94632	0.94646	0.99876	20532	0	0.20764	0.044371	0.13398	0.998232	2783	3	0.20764
GPR64	6	0.94819	0.94833	0.99876	20582	0	0.2594	0.044427	0.1341	0.998232	2784	4	0.2594
RNF157	6	0.66912	0.79322	0.997916	16824	2	0.34174	0.044456	0.13416	0.998232	2785	4	0.34174
SRSF8	6	0.10507	0.2573	0.997916	5385	2	0.19196	0.044486	0.13422	0.998232	2786	4	0.19196
RXFP4	6	0.2818	0.48754	0.997916	10170	3	-0.14644	0.044509	0.13428	0.998232	2787	2	-0.14644
UPK3B	6	0.48088	0.66109	0.997916	13977	2	0.092083	0.044514	0.13429	0.998232	2788	3	0.092083
ELP5	6	0.060014	0.16666	0.997916	3473	3	-0.39853	0.044515	0.13429	0.998232	2789	2	-0.39853
DEFB127	6	0.94353	0.94369	0.99876	20468	0	0.28309	0.044534	0.13433	0.998232	2790	3	0.28309
PCTP	6	0.10266	0.25259	0.997916	5270	2	0.12969	0.044544	0.13435	0.998232	2791	3	0.12969
LY75-CD302	4	0.88301	0.88281	0.99876	19340	0	0.46855	0.044561	0.1123	0.997006	2792	3	0.46855
EFCAB11	6	0.0050464	0.021558	0.990781	425	1	0.14825	0.044563	0.13439	0.998232	2793	3	0.14825
SPESP1	5	0.39626	0.56432	0.997916	12708	1	0.28602	0.044577	0.12748	0.998232	2794	3	0.28602
SORCS1	6	0.82855	0.86504	0.99876	18628	1	0.46329	0.044598	0.13448	0.998232	2795	4	0.46329
SRSF12	6	0.321	0.53232	0.997916	11066	2	0.21551	0.044611	0.1345	0.998232	2796	4	0.21551
hsa-mir-199a-1	4	0.13945	0.28337	0.997916	6632	2	-0.37703	0.044654	0.11247	0.997006	2797	1	-0.37703
GMEB2	6	0.48975	0.66687	0.997916	14102	2	-0.063486	0.044659	0.1346	0.998232	2798	1	-0.063486
PDE12	6	0.20277	0.39486	0.997916	8285	2	0.035417	0.044707	0.13469	0.998232	2799	2	0.035417
CAPN9	6	0.64106	0.77215	0.997916	16344	1	0.28721	0.044726	0.13473	0.998232	2800	4	0.28721
CMIP	6	0.56727	0.71924	0.997916	15251	2	0.18549	0.044755	0.13479	0.998232	2801	3	0.18549
VAMP7_X	6	0.71678	0.82418	0.997916	17510	1	0.17702	0.044775	0.13483	0.998232	2802	4	0.17702
GTSF1L	6	0.55421	0.71028	0.997916	15044	2	0.11857	0.044803	0.13489	0.998232	2803	3	0.11857
HIST3H3	6	0.22358	0.41942	0.997916	8787	2	0.28394	0.044814	0.13492	0.998232	2804	4	0.28394
hsa-mir-378g	4	0.71235	0.73679	0.997916	17480	1	0.24649	0.044847	0.11284	0.997006	2805	2	0.24649
POTEC	6	0.20116	0.39291	0.997916	8236	1	0.19869	0.044858	0.13502	0.998232	2806	4	0.19869
RPS4Y1	6	0.47082	0.65457	0.997916	13829	1	0.16611	0.044867	0.13504	0.998232	2807	3	0.16611
DMXL2	6	0.93983	0.94007	0.99876	20394	0	0.23099	0.044887	0.13507	0.998232	2808	4	0.23099
AS3MT	6	0.031684	0.10437	0.995548	2177	4	-0.2857	0.044899	0.1351	0.998232	2809	2	-0.2857
FAM181B	6	0.30837	0.51801	0.997916	10771	1	0.33191	0.044903	0.13511	0.998232	2810	4	0.33191
TGM6	6	0.54383	0.70324	0.997916	14895	2	0.011128	0.044925	0.13515	0.998232	2811	2	0.011128
LPA	6	0.56231	0.71578	0.997916	15176	2	0.21405	0.044927	0.13516	0.998232	2812	3	0.21405
COL4A1	6	0.73523	0.8298	0.998341	17668	1	0.52085	0.044947	0.13521	0.998232	2813	4	0.52085
MYOZ1	6	0.64928	0.77826	0.997916	16491	1	-0.078314	0.044971	0.13525	0.998232	2814	2	-0.078314
DDX4	6	0.62331	0.75919	0.997916	16070	1	0.31737	0.044977	0.13527	0.998232	2815	3	0.31737
OPRL1	6	0.92882	0.9292	0.99876	20139	1	0.26573	0.044983	0.13528	0.998232	2816	4	0.26573
PLCD4	6	0.051835	0.14916	0.995548	3138	3	-0.11971	0.044995	0.13531	0.998232	2817	1	-0.11971
hsa-mir-5693	3	0.62723	0.64093	0.997916	16127	1	0.54092	0.045002	0.10895	0.997006	2818	2	0.54092
C1orf54	6	0.31334	0.52363	0.997916	10889	1	0.25892	0.045006	0.13533	0.998232	2819	4	0.25892
CENPH	3	0.95499	0.95521	0.99876	20733	0	0.71108	0.045007	0.10896	0.997006	2820	3	0.71108
OSBPL9	4	0.069634	0.15975	0.997916	3906	2	0.39366	0.045039	0.1132	0.997006	2821	2	0.39366
C9orf153	6	0.12478	0.29449	0.997916	6130	1	0.30199	0.045052	0.13543	0.998232	2822	3	0.30199
C3orf52	6	0.9957	0.99576	0.999851	21606	0	0.21776	0.045085	0.13551	0.998232	2823	4	0.21776
CYHR1	6	0.99529	0.99535	0.999851	21591	0	0.39938	0.045108	0.13556	0.998232	2824	4	0.39938
AMHR2	6	0.44103	0.63558	0.997916	13375	1	-0.11104	0.045139	0.13562	0.998232	2825	2	-0.11104
CITED1	6	0.91487	0.9169	0.99876	19867	1	0.23753	0.045154	0.13566	0.998232	2826	4	0.23753
DPM1	6	0.32056	0.53185	0.997916	11055	2	0.075225	0.045238	0.13585	0.998232	2827	3	0.075225
RBMXL1	6	0.40919	0.61551	0.997916	12889	2	0.22582	0.045253	0.13588	0.998232	2828	4	0.22582
TMEM191B	6	0.52177	0.6882	0.997916	14556	2	0.26666	0.045308	0.136	0.998232	2829	4	0.26666
IHH	6	0.12922	0.30279	0.997916	6311	2	-0.0085676	0.045313	0.13601	0.998232	2830	2	-0.0085676
HAVCR1	6	0.37251	0.58955	0.997916	12277	1	0.14975	0.045343	0.13607	0.998232	2831	3	0.14975
CLRN2	6	0.70162	0.81826	0.997916	17358	2	0.21041	0.045352	0.13609	0.998232	2832	4	0.21041
AJAP1	6	0.049501	0.14402	0.995548	3016	4	-0.40435	0.045378	0.13614	0.998232	2833	2	-0.40435
USMG5	6	0.12865	0.30173	0.997916	6288	2	-0.035186	0.045412	0.13622	0.998232	2834	3	-0.035186
EPPK1	6	0.14183	0.32028	0.997916	6707	2	0.29804	0.045412	0.13622	0.998232	2835	4	0.29804
GSDMA	6	0.51703	0.68502	0.997916	14493	2	0.017546	0.045426	0.13625	0.998232	2836	2	0.017546
AHSA1	6	0.10015	0.24777	0.997916	5165	1	0.22012	0.04543	0.13626	0.998232	2837	3	0.22012
PCDHB9	6	0.32323	0.53485	0.997916	11123	2	0.24518	0.045447	0.1363	0.998232	2838	3	0.24518
TOX3	6	0.49631	0.67118	0.997916	14188	2	0.19785	0.045498	0.13641	0.998232	2839	3	0.19785
LRRC8C	6	0.029111	0.098447	0.995548	2044	2	0.13327	0.045522	0.13646	0.998232	2840	3	0.13327
DSC3	6	0.67574	0.79824	0.997916	16934	2	0.15065	0.045528	0.13648	0.998232	2841	3	0.15065
CPEB2	6	0.89349	0.90103	0.99876	19497	1	0.22323	0.045531	0.13648	0.998232	2842	3	0.22323
RUNX1	6	0.3365	0.5498	0.997916	11468	1	0.17519	0.045594	0.13661	0.998232	2843	3	0.17519
hsa-mir-4749	4	0.87432	0.87412	0.99876	19202	0	0.11268	0.045681	0.11445	0.997006	2844	1	0.11268
SGCZ	6	0.15245	0.33352	0.997916	6997	1	0.22914	0.045738	0.13691	0.998232	2845	3	0.22914
SLC7A2	6	0.86289	0.88224	0.99876	19043	1	0.20124	0.045762	0.13696	0.998232	2846	3	0.20124
DENND4B	6	0.18407	0.37226	0.997916	7815	2	0.16539	0.045813	0.13707	0.998232	2847	3	0.16539
ADRA1A	6	0.538	0.69921	0.997916	14815	2	-0.0046988	0.045857	0.13717	0.998232	2848	2	-0.0046988
B3GNT1	6	0.68824	0.80783	0.997916	17144	2	0.038261	0.045866	0.13719	0.998232	2849	3	0.038261
GSTA1	6	0.52752	0.69209	0.997916	14654	2	0.23151	0.0459	0.13726	0.998232	2850	4	0.23151
NAA16	6	0.50274	0.67544	0.997916	14277	2	0.23237	0.045924	0.13731	0.998232	2851	4	0.23237
LOC100505679	6	0.064438	0.17593	0.997916	3680	1	0.23042	0.046001	0.13747	0.998232	2852	3	0.23042
GAS6	6	0.23194	0.42935	0.997916	9005	3	0.04387	0.046029	0.13754	0.998232	2853	3	0.04387
hsa-mir-3174	4	0.33204	0.47799	0.997916	11370	1	0.36256	0.046042	0.11515	0.997006	2854	3	0.36256
SSX5	6	0.4205	0.62257	0.997916	13066	1	0.25836	0.046055	0.13761	0.998232	2855	4	0.25836
CCNI	6	0.81516	0.85911	0.99876	18466	1	0.27354	0.04609	0.13767	0.998232	2856	4	0.27354
MFSD6	6	0.84432	0.87252	0.99876	18824	1	0.11755	0.046097	0.13768	0.998232	2857	3	0.11755
TMEM17	5	0.18326	0.35226	0.997916	7794	2	0.46187	0.046115	0.13125	0.998232	2858	3	0.46187
SH2D7	6	0.47981	0.6604	0.997916	13960	2	0.2713	0.04612	0.13773	0.998232	2859	4	0.2713
MSANTD1	6	0.97627	0.9764	0.999851	21181	0	0.19674	0.046125	0.13774	0.998232	2860	4	0.19674
hsa-mir-632	4	0.53312	0.63917	0.997916	14735	1	-0.076533	0.04613	0.11532	0.997006	2861	1	-0.076533
TMEM190	6	0.039839	0.12288	0.995548	2555	4	-0.44284	0.046158	0.13782	0.998232	2862	2	-0.44284
hsa-mir-34a	4	0.63515	0.69049	0.997916	16252	1	0.17154	0.046226	0.1155	0.997006	2863	2	0.17154
RFWD2	6	0.031393	0.10369	0.995548	2164	1	0.22715	0.046228	0.13796	0.998232	2864	3	0.22715
VIM	6	0.6945	0.81263	0.997916	17251	2	0.2178	0.046265	0.13806	0.998232	2865	4	0.2178
ARPC4-TTLL3	3	0.048555	0.11616	0.995548	2967	2	-0.34719	0.046287	0.11178	0.997006	2866	1	-0.34719
LSM7	6	0.31839	0.52938	0.997916	11008	2	0.36696	0.046291	0.13813	0.998232	2867	4	0.36696
SLC11A1	6	0.38044	0.59774	0.997916	12480	1	0.083743	0.046312	0.13817	0.998232	2868	2	0.083743
CCDC8	6	0.28345	0.48941	0.997916	10210	3	0.13444	0.046312	0.13817	0.998232	2869	3	0.13444
TNNT2	6	0.69341	0.81181	0.997916	17240	2	0.10144	0.046384	0.13832	0.998232	2870	3	0.10144
RAP1GDS1	6	0.45961	0.64738	0.997916	13658	2	0.17257	0.046432	0.13843	0.998232	2871	3	0.17257
CD151	6	0.0012069	0.0061426	0.990781	115	3	-0.97025	0.04648	0.13851	0.998232	2872	1	-0.97025
ELOVL2	6	0.26658	0.47003	0.997916	9811	2	0.12962	0.046507	0.13858	0.998232	2873	3	0.12962
hsa-mir-10a	4	0.88935	0.88912	0.99876	19436	0	0.27686	0.046526	0.11609	0.997006	2874	3	0.27686
SSUH2	6	0.94373	0.94389	0.99876	20473	0	0.28646	0.046528	0.13863	0.998232	2875	3	0.28646
CYP24A1	6	0.97529	0.97542	0.999851	21159	0	0.2594	0.046547	0.13867	0.998232	2876	4	0.2594
LGALS12	6	0.05727	0.16083	0.997916	3355	4	-0.4042	0.046556	0.13869	0.998232	2877	2	-0.4042
FCHO1	6	0.5368	0.69838	0.997916	14790	2	-0.013701	0.046576	0.13873	0.998232	2878	2	-0.013701
ABCC1	6	0.92715	0.92764	0.99876	20114	1	0.2799	0.046624	0.13883	0.998232	2879	4	0.2799
RIMS3	6	0.0063427	0.026278	0.990781	510	3	0.019486	0.04663	0.13885	0.998232	2880	3	0.019486
SPOP	6	0.068918	0.18519	0.997916	3874	4	-0.49013	0.046656	0.1389	0.998232	2881	2	-0.49013
HTT	6	0.95119	0.95132	0.99876	20654	0	0.086716	0.04672	0.13904	0.998232	2882	2	0.086716
CCDC158	6	0.96585	0.96585	0.999738	20959	0	0.10589	0.04672	0.13904	0.998232	2883	3	0.10589
UBE2NL	6	0.71987	0.8251	0.997916	17537	1	0.22089	0.046732	0.13907	0.998232	2884	3	0.22089
CYP4A11	6	0.42514	0.62551	0.997916	13127	1	0.23414	0.04676	0.13914	0.998232	2885	3	0.23414
APOO	6	0.19069	0.38025	0.997916	7973	3	-0.12791	0.046767	0.13916	0.998232	2886	1	-0.12791
GPATCH2	6	0.049254	0.14349	0.995548	3001	1	0.19923	0.04678	0.13918	0.998232	2887	3	0.19923
TBX15	6	0.69505	0.81306	0.997916	17261	1	0.2031	0.0468	0.13922	0.998232	2888	4	0.2031
LRRC27	6	0.30433	0.5134	0.997916	10688	2	0.1812	0.046815	0.13925	0.998232	2889	3	0.1812
GALNT6	6	0.92301	0.92385	0.99876	20025	1	0.17539	0.046863	0.13936	0.998232	2890	3	0.17539
TNRC6A	5	0.94509	0.94526	0.99876	20505	0	0.35285	0.046892	0.13306	0.998232	2891	3	0.35285
GOLPH3L	6	0.11901	0.28378	0.997916	5925	1	0.16797	0.04691	0.13947	0.998232	2892	3	0.16797
KRTAP5-9	6	0.87374	0.88846	0.99876	19192	1	0.23077	0.046947	0.13955	0.998232	2893	4	0.23077
RNF169	6	0.93765	0.9379	0.99876	20353	0	0.22265	0.046948	0.13956	0.998232	2894	3	0.22265
ESR1	6	0.89201	0.89998	0.99876	19468	1	0.28541	0.046968	0.1396	0.998232	2895	3	0.28541
PCDH10	6	0.97109	0.97113	0.999851	21073	0	0.25119	0.046982	0.13963	0.998232	2896	4	0.25119
PDE11A	6	0.73681	0.83031	0.9984	17678	1	0.23878	0.046987	0.13965	0.998232	2897	4	0.23878
ESM1	6	0.86212	0.8818	0.99876	19040	1	0.11312	0.046991	0.13966	0.998232	2898	3	0.11312
CCDC138	6	0.12973	0.30375	0.997916	6335	2	-0.09223	0.047007	0.1397	0.998232	2899	1	-0.09223
ZW10	6	0.16522	0.34934	0.997916	7310	2	0.23001	0.047018	0.13972	0.998232	2900	4	0.23001
IKZF3	6	0.60142	0.74334	0.997916	15757	2	0.016892	0.047055	0.13981	0.998232	2901	2	0.016892
NonTargetingControlGuideForHuman_0268	2	0.93308	0.9331	0.99876	20248	0	0.46975	0.047056	0.084094	0.990309	2902	2	0.46975
PIGF	6	0.64722	0.77673	0.997916	16454	2	0.23918	0.047064	0.13982	0.998232	2903	4	0.23918
SLC9B1	6	0.13798	0.31549	0.997916	6581	1	0.13504	0.047082	0.13986	0.998232	2904	3	0.13504
NonTargetingControlGuideForHuman_0524	2	0.95291	0.95312	0.99876	20691	0	0.48558	0.047086	0.084149	0.990309	2905	2	0.48558
DHCR7	6	0.14213	0.32065	0.997916	6716	2	0.1305	0.047097	0.1399	0.998232	2906	3	0.1305
LPCAT3	6	0.19697	0.38782	0.997916	8146	2	0.031	0.047102	0.13991	0.998232	2907	2	0.031
GFRA1	6	0.099099	0.24575	0.997916	5130	2	-0.004431	0.047109	0.13993	0.998232	2908	2	-0.004431
TTC9	6	0.39539	0.607	0.997916	12694	2	0.38198	0.04713	0.13997	0.998232	2909	4	0.38198
TOPAZ1	6	0.17749	0.36425	0.997916	7638	3	0.09827	0.047136	0.13999	0.998232	2910	3	0.09827
ZFP36	6	0.046701	0.13798	0.995548	2876	3	-0.4468	0.047198	0.14011	0.998232	2911	2	-0.4468
KCNT2	6	0.9502	0.95033	0.99876	20631	0	0.28895	0.047206	0.14012	0.998232	2912	4	0.28895
hsa-mir-7113	4	0.3425	0.48866	0.997916	11619	1	0.37901	0.047234	0.11748	0.997006	2913	3	0.37901
ALK	6	0.21057	0.4041	0.997916	8481	1	0.22336	0.047239	0.1402	0.998232	2914	4	0.22336
ALPK1	6	0.097271	0.24216	0.997916	5054	1	0.15548	0.047246	0.14021	0.998232	2915	3	0.15548
ZNF813	3	0.95275	0.95299	0.99876	20687	0	0.19129	0.04725	0.11387	0.997006	2916	3	0.19129
FSTL3	6	0.14919	0.32945	0.997916	6911	3	-0.092269	0.047294	0.14029	0.998232	2917	2	-0.092269
B3GNT2	6	0.51485	0.68353	0.997916	14458	2	0.25456	0.047308	0.14031	0.998232	2918	3	0.25456
IRAK3	6	0.94291	0.94311	0.99876	20452	0	0.27449	0.04731	0.14032	0.998232	2919	4	0.27449
PAQR8	6	0.5335	0.69615	0.997916	14746	2	0.34834	0.047318	0.14033	0.998232	2920	4	0.34834
FAM71D	6	0.95266	0.95279	0.99876	20682	0	0.31049	0.047359	0.14042	0.998232	2921	4	0.31049
NonTargetingControlGuideForHuman_0784	2	0.90281	0.90283	0.99876	19645	0	0.66662	0.047396	0.084695	0.990309	2922	2	0.66662
NonTargetingControlGuideForHuman_0042	2	0.95257	0.95278	0.99876	20679	0	0.50249	0.047434	0.084765	0.990309	2923	2	0.50249
MLL3	6	0.043603	0.13124	0.995548	2729	3	-0.1638	0.047437	0.14058	0.998232	2924	1	-0.1638
GPN2	6	0.94192	0.94214	0.99876	20437	0	0.23878	0.047439	0.14059	0.998232	2925	3	0.23878
